ince_id,dano_uso_suelo,registros,superficie_dano
790617411,8,1,3.1
790617411,10,1,0.1
790617797,7,1,0.23
790617797,8,1,0.4
790619411,6,1,0.2
790619411,8,1,0.1
790623818,1,1,0.0
790623818,2,1,0.0
790623818,3,1,0.0
790623818,4,1,0.0
790623818,5,1,0.0
790623818,6,1,0.0
790623818,7,1,0.0001
790623818,8,1,0.0
790623818,9,1,0.0
790623818,10,1,0.0
790624542,2,1,0.1
790624542,7,1,0.6
790624542,8,1,0.4
790650753,7,1,0.04
790650753,8,1,0.1
790734341,7,1,3.0
790734341,8,1,2.5
790778410,6,1,0.01
790778410,8,1,0.02
790787813,8,1,0.4
790794948,1,1,0.0
790794948,2,1,0.0
790794948,3,1,0.0
790794948,4,1,0.0
790794948,5,1,0.0
790794948,6,1,0.0
790794948,7,1,0.08
790794948,8,1,0.0
790794948,9,1,0.0
790794948,10,1,0.0
790797983,8,1,0.3
790800993,1,1,0.25
790800993,2,1,0.0
790800993,3,1,0.0
790800993,4,1,0.0
790800993,5,1,0.0
790800993,6,1,0.0
790800993,7,1,0.0
790800993,8,1,0.5
790800993,9,1,0.0
790800993,10,1,0.0
790807465,1,1,0.0
790807465,2,1,0.0
790807465,3,1,0.0
790807465,4,1,0.0
790807465,5,1,0.0
790807465,6,1,0.0
790807465,7,1,0.1
790807465,8,1,0.1
790807465,9,1,0.0
790807465,10,1,0.0
790812502,7,1,0.005
790812502,8,1,0.005
790817300,3,1,0.01
790822947,1,1,0.0
790822947,2,1,0.0
790822947,3,1,0.0
790822947,4,1,0.0
790822947,5,1,0.0
790822947,6,1,0.0
790822947,7,1,0.0
790822947,8,1,0.08
790822947,9,1,0.0
790822947,10,1,0.0
790825470,4,1,0.1
790825470,7,1,0.3
790825470,8,1,0.6
790836673,7,1,0.21
790836786,4,1,0.8
790836786,8,1,0.8
790842677,1,1,0.0
790842677,2,1,0.0
790842677,3,1,0.0
790842677,4,1,0.1
790842677,5,1,0.0
790842677,6,1,0.1
790842677,7,1,0.3
790842677,8,1,0.0
790842677,9,1,0.0
790842677,10,1,0.1
790843494,1,1,1.47
790843494,4,1,4.1
790851887,4,1,0.1
790851887,7,1,0.15
790854332,6,1,2.5
790854332,7,1,0.6
790854332,8,1,4.5
790855675,8,1,0.25
790858323,7,1,0.02
790858323,8,1,0.08
790858581,1,1,0.0
790858581,2,1,0.0
790858581,3,1,0.0
790858581,4,1,0.0
790858581,5,1,0.0
790858581,6,1,0.0
790858581,7,1,0.2
790858581,8,1,1.6
790858581,9,1,0.0
790858581,10,1,0.0
790860150,6,1,0.1
790860150,8,1,0.4
790890645,8,1,0.6
790893728,7,1,0.46
790893728,8,1,0.69
790896606,7,1,0.05
790896606,8,1,0.05
790899089,1,1,1.0
790899089,4,1,0.2
790899089,7,1,0.3
790899089,8,1,0.5
790902712,4,1,0.3
790902712,7,1,0.5
790902712,9,1,6.0
790909901,7,1,0.02
790909901,8,1,0.03
790917790,10,1,1.0
790922848,7,1,0.2
790929710,6,1,0.1
790929710,7,1,0.1
790950251,1,1,0.0
790950251,2,1,0.0
790950251,3,1,0.0
790950251,4,1,0.1
790950251,5,1,0.0
790950251,6,1,0.0
790950251,7,1,0.1
790950251,8,1,0.0
790950251,9,1,0.0
790950251,10,1,0.1
790958082,8,1,0.01
790996471,1,1,0.0
790996471,2,1,0.0
790996471,3,1,0.0
790996471,4,1,0.0
790996471,5,1,0.0
790996471,6,1,0.0
790996471,7,1,0.06
790996471,8,1,0.0
790996471,9,1,0.0
790996471,10,1,0.0
791030312,1,1,0.0
791030312,2,1,0.0
791030312,3,1,0.0
791030312,4,1,0.0
791030312,5,1,0.0
791030312,6,1,0.0
791030312,7,1,0.82
791030312,8,1,0.0
791030312,9,1,0.0
791030312,10,1,0.0
791036322,1,1,0.0
791036322,2,1,0.0
791036322,3,1,0.0
791036322,4,1,0.0
791036322,5,1,0.0
791036322,6,1,0.0
791036322,7,1,0.5
791036322,8,1,0.0
791036322,9,1,0.0
791036322,10,1,0.0
791077425,10,1,0.1
791092102,7,1,2.0
791092102,8,1,4.0
791096009,8,1,0.1
791097355,7,1,0.02
791097355,8,1,0.03
791100137,8,1,0.5
791102017,6,1,0.1
791102017,7,1,0.1
791102017,8,1,0.5
791106217,7,1,0.11
791106217,8,1,0.1
791106885,8,1,1.5
791108617,2,1,0.01
791114051,1,1,0.1
791114051,7,1,0.1
791116596,7,1,0.3
791116596,8,1,0.5
791116957,7,1,0.3
791117301,8,1,3.8
791121578,8,1,0.06
791129252,8,1,1.0
791134188,8,1,0.01
791136823,6,1,0.1
791136823,7,1,0.1
791136823,8,1,0.1
791140275,7,1,0.01
791141157,6,1,0.05
791141157,8,1,0.75
791154585,1,1,0.0
791154585,2,1,0.0
791154585,3,1,0.0
791154585,4,1,0.0
791154585,5,1,0.0
791154585,6,1,0.0
791154585,7,1,1.9
791154585,8,1,0.0
791154585,9,1,0.0
791154585,10,1,0.0
791159677,7,1,4.0
791159677,8,1,1.2
791162460,8,1,3.0
791165302,6,1,2.0
791165302,7,1,4.0
791165302,8,1,14.0
791171899,7,1,0.06
791173213,3,1,0.4
791173213,4,1,0.3
791181620,1,1,0.0
791181620,2,1,0.0
791181620,3,1,0.0
791181620,4,1,0.0
791181620,5,1,0.0
791181620,6,1,0.0
791181620,7,1,0.0
791181620,8,1,0.0
791181620,9,1,0.0
791181620,10,1,7.43
791181829,7,1,2.0
791181829,8,1,1.65
791184120,7,1,0.2
791188783,8,1,0.5
791199846,7,1,0.2
791199846,8,1,0.12
791236158,1,1,10.75
791236158,2,1,0.0
791236158,3,1,0.0
791236158,4,1,0.0
791236158,5,1,0.0
791236158,6,1,0.0
791236158,7,1,0.0
791236158,8,1,0.0
791236158,9,1,0.0
791236158,10,1,0.0
791240807,1,1,0.0
791240807,2,1,0.0
791240807,3,1,0.0
791240807,4,1,0.0
791240807,5,1,0.0
791240807,6,1,0.0
791240807,7,1,0.5
791240807,8,1,0.0
791240807,9,1,0.0
791240807,10,1,0.0
791312380,1,1,0.0
791312380,2,1,0.0
791312380,3,1,0.0
791312380,4,1,0.0
791312380,5,1,0.0
791312380,6,1,0.0
791312380,7,1,0.005
791312380,8,1,0.0
791312380,9,1,0.0
791312380,10,1,0.0
791372511,8,1,0.02
791372511,9,1,0.02
791373516,8,1,0.15
791385964,7,1,0.1
791385964,8,1,0.25
791390589,7,1,1.0
791390589,8,1,1.0
791390908,8,1,0.5
791391169,4,1,0.7
791391169,7,1,0.2
791391169,8,1,0.3
791396880,1,1,0.0
791396880,2,1,0.0
791396880,3,1,0.0
791396880,4,1,0.0
791396880,5,1,0.0
791396880,6,1,0.05
791396880,7,1,0.05
791396880,8,1,0.0
791396880,9,1,0.0
791396880,10,1,0.0
791401947,10,1,0.01
791404016,1,1,0.0
791404016,2,1,0.0
791404016,3,1,0.0
791404016,4,1,0.0
791404016,5,1,0.0
791404016,6,1,0.0
791404016,7,1,0.04
791404016,8,1,0.0
791404016,9,1,0.0
791404016,10,1,0.0
791404137,4,1,0.15
791404137,8,1,0.05
791411447,7,1,7.2
791411447,8,1,0.8
791414589,4,1,0.16
791414589,7,1,0.1
791422436,7,1,0.005
791422436,8,1,0.005
791444539,3,1,0.1
791444539,8,1,0.1
791444573,7,1,0.26
791447449,8,1,0.3
791474272,6,1,3.0
791474272,7,1,2.0
791474272,8,1,1.0
791484480,6,1,0.085
791484480,8,1,0.085
791506795,8,1,0.01
791527452,1,1,0.0
791527452,2,1,0.0
791527452,3,1,0.0
791527452,4,1,0.0
791527452,5,1,0.0
791527452,6,1,0.0
791527452,7,1,0.03
791527452,8,1,0.0
791527452,9,1,0.0
791527452,10,1,0.0
791536187,4,1,1.0
791540071,4,1,0.3
791548227,1,1,0.27
791592311,8,1,3.2
791597548,7,1,0.5
791597548,8,1,0.5
791600311,7,1,0.01
791601805,4,1,0.34
791601805,7,1,0.34
791604959,8,1,0.08
791605356,1,1,0.0
791605356,2,1,0.0
791605356,3,1,0.0
791605356,4,1,0.0
791605356,5,1,0.0
791605356,6,1,0.1
791605356,7,1,0.45
791605356,8,1,0.05
791605356,9,1,0.0
791605356,10,1,0.0
791605979,10,1,1.9
791618322,1,1,0.0
791618322,2,1,0.0
791618322,3,1,0.0
791618322,4,1,0.0
791618322,5,1,0.0
791618322,6,1,0.0
791618322,7,1,0.0
791618322,8,1,0.0
791618322,9,1,0.0
791618322,10,1,0.04
791619096,10,1,0.01
791633842,6,1,0.1
791633842,8,1,0.14
791638856,8,1,0.1
791639084,7,1,0.01
791639084,8,1,0.03
791647288,1,1,0.0
791647288,2,1,0.0
791647288,3,1,0.0
791647288,4,1,1.3
791647288,5,1,0.0
791647288,6,1,0.0
791647288,7,1,0.5
791647288,8,1,0.5
791647288,9,1,0.0
791647288,10,1,0.0
791647429,7,1,0.02
791651797,7,1,0.04
791651797,8,1,0.04
791652312,1,1,0.04
791652442,4,1,0.1
791652442,7,1,0.4
791652442,8,1,0.02
791655479,4,1,0.1
791655479,8,1,0.2
791659846,7,1,0.21
791659846,8,1,0.8
791660196,2,1,0.6
791660196,7,1,4.0
791660196,8,1,8.0
791670908,1,1,0.0
791670908,2,1,0.0
791670908,3,1,0.0
791670908,4,1,0.0
791670908,5,1,0.0
791670908,6,1,0.0
791670908,7,1,0.06
791670908,8,1,0.0
791670908,9,1,0.0
791670908,10,1,0.0
791672193,6,1,0.01
791672193,7,1,0.01
791679342,7,1,0.3
791679342,8,1,0.1
791788192,3,1,2.0
791788192,10,1,2.2
791789094,8,1,0.1
791790363,7,1,0.01
791790363,8,1,0.16
791795624,7,1,0.05
791795624,8,1,0.1
791814591,1,1,0.0
791814591,2,1,0.0
791814591,3,1,0.0
791814591,4,1,0.0
791814591,5,1,0.0
791814591,6,1,0.0
791814591,7,1,0.01
791814591,8,1,0.0
791814591,9,1,0.0
791814591,10,1,0.0
791814995,1,1,0.0
791814995,2,1,0.0
791814995,3,1,0.0
791814995,4,1,0.0
791814995,5,1,0.0
791814995,6,1,0.0
791814995,7,1,0.0006
791814995,8,1,0.0
791814995,9,1,0.0
791814995,10,1,0.0
791816917,7,1,0.02
791816917,8,1,0.13
791818872,4,1,0.05
791818872,8,1,4.95
791822327,7,1,0.13
791822327,8,1,0.6
791824419,7,1,0.89
791824419,8,1,0.79
791827866,7,1,0.1
791827866,8,1,0.1
791831373,4,1,0.2
791831373,7,1,0.4
791831539,8,1,2.1
791833535,10,1,0.29
791838052,4,1,1.0
791838052,6,1,0.2
791838052,7,1,0.3
791838052,8,1,0.5
791848261,7,1,0.15
791848261,8,1,0.35
791851017,7,1,0.1
791851017,8,1,0.1
791858898,6,1,0.01
791861767,7,1,0.0656
791861767,8,1,0.1
791872405,3,1,1.46
791874721,7,1,0.03
791874721,8,1,0.07
791875219,8,1,0.26
791876146,7,1,0.07
791880534,7,1,0.75
791880534,8,1,0.29
791880601,7,1,0.15
791880601,10,1,0.05
791880987,7,1,0.005
791880987,8,1,0.005
791881992,5,1,0.01
791881992,7,1,0.04
791892336,8,1,0.52
791895824,6,1,3.0
791895824,7,1,1.0
791895824,8,1,2.0
791904216,7,1,0.4
791904216,8,1,0.1
791907241,8,1,0.8
791911823,7,1,0.1
791912276,7,1,0.2
791912276,8,1,0.2
791912276,10,1,0.1
791912940,7,1,0.001
791912940,8,1,0.004
791916537,6,1,0.14
791916537,8,1,0.3
791920593,6,1,0.01
791922876,7,1,0.05
791922876,8,1,0.15
791924130,4,1,0.02
791924130,7,1,0.02
791931773,2,1,0.05
791931773,7,1,0.02
791931773,10,1,0.03
791939171,10,1,0.1
791943958,6,1,0.15
792029839,1,1,0.0
792029839,2,1,0.0
792029839,3,1,0.0
792029839,4,1,0.0
792029839,5,1,0.0
792029839,6,1,0.0
792029839,7,1,0.9
792029839,8,1,0.0
792029839,9,1,0.0
792029839,10,1,0.0
792044886,6,1,0.01
792046317,6,1,0.01
792057158,6,1,0.01
792064914,6,1,0.001
792076892,7,1,0.4
792076892,8,1,0.4
792080482,7,1,0.5
792080482,10,1,5.0
792093289,6,1,0.1
792093289,8,1,0.2
792094543,7,1,0.8
792094543,8,1,4.0
792097633,8,1,0.06
792099386,6,1,0.5
792099386,8,1,1.6
792105856,7,1,2.5
792105856,8,1,1.0
792108402,3,1,0.5
792110308,1,1,0.0
792110308,2,1,0.0
792110308,3,1,0.0
792110308,4,1,0.0
792110308,5,1,0.0
792110308,6,1,0.0
792110308,7,1,0.2
792110308,8,1,0.0
792110308,9,1,0.0
792110308,10,1,0.0
792123607,6,1,0.1
792123607,8,1,0.2
792128077,7,1,2.0
792128077,8,1,6.0
792130315,6,1,0.2
792130315,8,1,0.8
792130700,4,1,0.5
792130700,8,1,1.0
792138197,7,1,0.01
792142046,7,1,0.17
792142046,8,1,0.2
792149835,6,1,0.1
792149835,7,1,0.1
792157578,10,1,1.5
792161665,1,1,0.0
792161665,2,1,0.0
792161665,3,1,0.0
792161665,4,1,0.0
792161665,5,1,0.0
792161665,6,1,0.01
792161665,7,1,0.2
792161665,8,1,0.05
792161665,9,1,0.0
792161665,10,1,0.0
792164351,6,1,0.02
792164351,7,1,0.1
792166884,6,1,0.1
792166884,7,1,0.2
792171559,8,1,0.2
792171559,9,1,0.6
792171559,10,1,0.2
792171813,7,1,0.7
792171813,8,1,0.3
792179344,8,1,0.1
792183773,6,1,0.02
792183773,7,1,0.08
792184274,1,1,0.0
792184274,2,1,0.0
792184274,3,1,0.0
792184274,4,1,0.0
792184274,5,1,0.0
792184274,6,1,0.0
792184274,7,1,0.0
792184274,8,1,0.02
792184274,9,1,0.0
792184274,10,1,0.01
792189416,7,1,2.9
792189416,8,1,5.0
792189416,10,1,3.3
792191203,4,1,0.5
792191203,7,1,0.1
792214200,7,1,0.01
792235885,1,1,0.0
792235885,2,1,0.0
792235885,3,1,0.0
792235885,4,1,0.0
792235885,5,1,0.0
792235885,6,1,0.0
792235885,7,1,1.0
792235885,8,1,0.0
792235885,9,1,0.0
792235885,10,1,0.0
792236003,1,1,0.0
792236003,2,1,0.0
792236003,3,1,0.0
792236003,4,1,0.0
792236003,5,1,0.0
792236003,6,1,0.0
792236003,7,1,0.0
792236003,8,1,1.0
792236003,9,1,0.0
792236003,10,1,0.0
792265549,1,1,0.0
792265549,2,1,0.0
792265549,3,1,0.0
792265549,4,1,0.0
792265549,5,1,0.0
792265549,6,1,0.0
792265549,7,1,0.57
792265549,8,1,0.0
792265549,9,1,0.0
792265549,10,1,0.0
792340896,7,1,0.62
792340896,8,1,1.0
792373619,6,1,0.2
792373619,7,1,0.5
792373619,8,1,0.5
792380982,7,1,0.25
792380982,8,1,0.25
792382655,1,1,0.0
792382655,2,1,0.0
792382655,3,1,0.0
792382655,4,1,0.0
792382655,5,1,0.0
792382655,6,1,0.0
792382655,7,1,0.0
792382655,8,1,0.0
792382655,9,1,0.0
792382655,10,1,5.76
792382781,8,1,0.1
792388634,4,1,0.01
792388634,7,1,0.01
792397410,6,1,0.1
792397410,7,1,0.1
792397410,8,1,0.8
792402576,8,1,0.003
792406620,7,1,0.4
792406620,8,1,1.5
792408625,7,1,0.1
792412677,7,1,0.005
792412677,8,1,0.005
792414060,6,1,0.5
792414060,7,1,1.0
792414060,8,1,2.0
792416033,8,1,0.01
792429900,6,1,0.25
792429900,7,1,0.25
792429900,8,1,0.5
792435003,10,1,0.4
792435636,6,1,0.18
792435636,7,1,0.02
792440931,7,1,0.1
792440931,8,1,0.1
792442412,1,1,0.0
792442412,2,1,0.0
792442412,3,1,0.0
792442412,4,1,0.0
792442412,5,1,0.0
792442412,6,1,0.0
792442412,7,1,0.0
792442412,8,1,0.0
792442412,9,1,0.0
792442412,10,1,0.12
792448140,8,1,0.5
792451208,8,1,0.02
792462814,10,1,0.01
792464191,1,1,6.4035
792464191,2,1,0.0
792464191,3,1,0.0
792464191,4,1,0.0
792464191,5,1,0.0
792464191,6,1,0.0
792464191,7,1,0.0
792464191,8,1,0.0
792464191,9,1,0.0
792464191,10,1,0.0
792466094,7,1,0.2
792466094,8,1,0.1
792474889,8,1,1.7
792487577,3,1,0.3
792487577,4,1,0.6
792487577,6,1,0.8
792487577,7,1,0.18
792488453,10,1,0.0174
792497113,7,1,0.5
792514064,7,1,0.03
792585446,4,1,0.1
792585446,8,1,0.05
792618875,3,1,0.1
792618875,4,1,0.1
792618875,6,1,0.1
792640910,1,1,0.5
792640910,2,1,0.0
792640910,3,1,0.0
792640910,4,1,0.0
792640910,5,1,0.0
792640910,6,1,0.0
792640910,7,1,0.16
792640910,8,1,0.0
792640910,9,1,0.0
792640910,10,1,0.0
792642616,8,1,1.2
792657572,1,1,0.0
792657572,2,1,0.0
792657572,3,1,0.0
792657572,4,1,0.0
792657572,5,1,0.0
792657572,6,1,0.0
792657572,7,1,13.6
792657572,8,1,0.0
792657572,9,1,0.0
792657572,10,1,0.0
792666041,7,1,0.015
792666041,8,1,0.015
792671694,4,1,0.3
792671694,8,1,0.52
792672789,7,1,0.01
792672789,8,1,0.09
792684450,6,1,0.01
792684536,7,1,0.01
792684536,8,1,0.09
792686111,7,1,2.6
792686111,8,1,2.0
792700231,8,1,0.1
792703140,7,1,0.01
792703140,8,1,0.42
792707478,1,1,0.0
792707478,2,1,0.0
792707478,3,1,0.0
792707478,4,1,1.0
792707478,5,1,0.0
792707478,6,1,0.0
792707478,7,1,1.5
792707478,8,1,1.3
792707478,9,1,0.0
792707478,10,1,0.0
792711640,7,1,0.1
792711640,8,1,0.5
792712396,10,1,0.4
792721080,8,1,0.01
792730783,8,1,0.02
792735453,8,1,0.1
792736231,1,1,0.0
792736231,2,1,0.0
792736231,3,1,0.0
792736231,4,1,0.0
792736231,5,1,0.0
792736231,6,1,0.0
792736231,7,1,0.84
792736231,8,1,0.0
792736231,9,1,0.0
792736231,10,1,0.0
792736616,1,1,0.0
792736616,2,1,0.0
792736616,3,1,0.0
792736616,4,1,0.0
792736616,5,1,0.0
792736616,6,1,0.0
792736616,7,1,3.28
792736616,8,1,0.0
792736616,9,1,0.0
792736616,10,1,0.0
792746044,7,1,0.02
792746044,8,1,0.01
792753841,8,1,3.0
792755800,7,1,0.2
792755800,8,1,2.4
792766595,6,1,0.1
792766595,7,1,0.8
792766595,8,1,0.9
792848150,7,1,0.005
792848150,8,1,0.005
792920571,1,1,0.0
792920571,2,1,0.0
792920571,3,1,0.0
792920571,4,1,0.0
792920571,5,1,0.0
792920571,6,1,0.0
792920571,7,1,0.12
792920571,8,1,0.0
792920571,9,1,0.0
792920571,10,1,0.0
792921853,1,1,0.0
792921853,2,1,0.0
792921853,3,1,0.0
792921853,4,1,0.0
792921853,5,1,0.0
792921853,6,1,0.0
792921853,7,1,0.26
792921853,8,1,0.0
792921853,9,1,0.0
792921853,10,1,0.0
792922344,1,1,0.0
792922344,2,1,0.0
792922344,3,1,0.0
792922344,4,1,0.0
792922344,5,1,0.0
792922344,6,1,0.0
792922344,7,1,0.02
792922344,8,1,0.0
792922344,9,1,0.0
792922344,10,1,0.0
792931362,4,1,0.05
792931362,7,1,0.1
792931362,8,1,0.12
792933295,7,1,0.19
792933295,8,1,2.7
792934429,8,1,0.3
792944449,1,1,0.0
792944449,2,1,0.0
792944449,3,1,0.0
792944449,4,1,0.0
792944449,5,1,0.0
792944449,6,1,0.0
792944449,7,1,5.16
792944449,8,1,0.0
792944449,9,1,0.0
792944449,10,1,0.0
792957095,7,1,0.25
792957095,8,1,0.25
792959741,8,1,0.1
792961356,1,1,0.0
792961356,2,1,0.0
792961356,3,1,0.0
792961356,4,1,0.0
792961356,5,1,0.0
792961356,6,1,0.0
792961356,7,1,0.0
792961356,8,1,0.01
792961356,9,1,0.0
792961356,10,1,0.0
792978188,8,1,0.83
792981296,1,1,0.0
792981296,2,1,0.0
792981296,3,1,0.0
792981296,4,1,0.0
792981296,5,1,0.0
792981296,6,1,0.0
792981296,7,1,0.1
792981296,8,1,0.3
792981296,9,1,0.0
792981296,10,1,0.0
792984310,7,1,1.0
792984310,8,1,2.2
792985660,10,1,0.1
792988312,7,1,0.77
792988312,8,1,0.29
792990047,8,1,10.0
792996054,1,1,0.0
792996054,2,1,0.0
792996054,3,1,0.0
792996054,4,1,0.0
792996054,5,1,0.0
792996054,6,1,0.0
792996054,7,1,0.02
792996054,8,1,0.0
792996054,9,1,0.0
792996054,10,1,0.0
793027449,7,1,0.005
793027449,8,1,0.005
793111861,7,1,1.0
793111861,8,1,5.0
793137194,4,1,1.0
793137194,7,1,1.0
793137194,8,1,3.0
793144222,1,1,0.0
793144222,2,1,0.0
793144222,3,1,0.0
793144222,4,1,0.0
793144222,5,1,0.0
793144222,6,1,0.0
793144222,7,1,0.0
793144222,8,1,0.0
793144222,9,1,0.0
793144222,10,1,0.01
793148679,1,1,0.0
793148679,2,1,0.33
793148679,3,1,0.0
793148679,4,1,0.0
793148679,5,1,0.0
793148679,6,1,0.0
793148679,7,1,0.0
793148679,8,1,0.0
793148679,9,1,0.0
793148679,10,1,0.0
793155108,1,1,0.0
793155108,2,1,0.0
793155108,3,1,0.0
793155108,4,1,0.0
793155108,5,1,0.0
793155108,6,1,0.0
793155108,7,1,0.007
793155108,8,1,0.0
793155108,9,1,0.0
793155108,10,1,0.0
793164053,1,1,0.1
793164053,8,1,0.5
793172772,1,1,0.0
793172772,2,1,0.0
793172772,3,1,0.0
793172772,4,1,0.0
793172772,5,1,0.0
793172772,6,1,0.0
793172772,7,1,0.02
793172772,8,1,0.68
793172772,9,1,0.0
793172772,10,1,0.0
793176511,1,1,0.0
793176511,2,1,0.0
793176511,3,1,0.0
793176511,4,1,0.0
793176511,5,1,0.0
793176511,6,1,0.0
793176511,7,1,0.15
793176511,8,1,0.0
793176511,9,1,0.0
793176511,10,1,0.0
793182097,5,1,0.2
793182097,6,1,0.2
793182097,7,1,0.8
793182097,8,1,0.4
793195916,7,1,0.1
793195916,8,1,0.01
793197540,8,1,0.02
793199178,8,1,0.02
793199974,6,1,0.1
793199974,7,1,0.2
793199974,8,1,0.7
793212671,8,1,0.38
793213229,1,1,0.0
793213229,2,1,0.0
793213229,3,1,0.0
793213229,4,1,0.0
793213229,5,1,0.0
793213229,6,1,0.0
793213229,7,1,0.26
793213229,8,1,0.0
793213229,9,1,0.0
793213229,10,1,0.0
793215193,7,1,0.01
793228173,8,1,0.2
793230586,8,1,0.01
793230866,6,1,0.1
793230866,8,1,0.07
793232448,1,1,0.0
793232448,2,1,0.0
793232448,3,1,0.0
793232448,4,1,0.0
793232448,5,1,0.0
793232448,6,1,0.0
793232448,7,1,0.007
793232448,8,1,0.0
793232448,9,1,0.0
793232448,10,1,0.0
793235273,8,1,0.02
793243649,8,1,0.02
793249092,4,1,0.2
793249092,7,1,0.3
793249092,8,1,0.7
793254440,5,1,0.25
793254440,6,1,0.75
793254764,8,1,0.02
793257307,7,1,0.2
793257307,8,1,0.38
793262583,1,1,0.0
793262583,2,1,0.0
793262583,3,1,0.0
793262583,4,1,0.0
793262583,5,1,0.0
793262583,6,1,0.0
793262583,7,1,0.03
793262583,8,1,0.0
793262583,9,1,0.0
793262583,10,1,0.0
793284297,1,1,0.0
793284297,2,1,0.0
793284297,3,1,0.0
793284297,4,1,0.0
793284297,5,1,0.0
793284297,6,1,0.0
793284297,7,1,0.09
793284297,8,1,0.0
793284297,9,1,0.0
793284297,10,1,0.0
793295293,1,1,13.1636
793295293,2,1,0.2473
793295293,3,1,1.5891
793295293,4,1,41.4658
793295293,5,1,0.0
793295293,6,1,6.3922
793295293,7,1,21.8668
793295293,8,1,0.0
793295293,9,1,0.0
793295293,10,1,12.9655
793326155,8,1,0.02
793326155,10,1,0.01
793401174,7,1,0.2
793405596,1,1,0.0
793405596,2,1,0.36
793405596,3,1,0.0
793405596,4,1,0.0
793405596,5,1,0.0
793405596,6,1,0.0
793405596,7,1,0.0
793405596,8,1,0.0
793405596,9,1,0.0
793405596,10,1,0.0
793416023,7,1,0.17
793416023,8,1,0.29
793423191,8,1,1.0
793423191,9,1,2.9
793427990,6,1,1.0
793427990,7,1,2.0
793427990,8,1,2.0
793429158,7,1,0.09
793429158,8,1,0.2
793432878,7,1,0.7
793432878,8,1,0.1
793443157,7,1,0.04
793458401,1,1,0.0
793458401,2,1,0.0
793458401,3,1,0.0
793458401,4,1,0.0
793458401,5,1,0.0
793458401,6,1,0.0
793458401,7,1,0.12
793458401,8,1,0.0
793458401,9,1,0.0
793458401,10,1,0.0
793474014,1,1,0.0
793474014,2,1,0.0
793474014,3,1,0.0
793474014,4,1,0.0
793474014,5,1,0.0
793474014,6,1,0.0
793474014,7,1,0.4
793474014,8,1,0.3
793474014,9,1,0.0
793474014,10,1,0.0
793477400,7,1,0.1
793477400,8,1,0.1
793485936,1,1,0.0
793485936,2,1,0.0
793485936,3,1,0.2
793485936,4,1,0.4
793485936,5,1,0.0
793485936,6,1,0.0
793485936,7,1,0.15
793485936,8,1,0.0
793485936,9,1,0.0
793485936,10,1,0.0
793487191,1,1,0.0
793487191,2,1,0.0
793487191,3,1,0.0
793487191,4,1,0.0
793487191,5,1,0.0
793487191,6,1,0.0
793487191,7,1,0.0
793487191,8,1,0.02
793487191,9,1,0.0
793487191,10,1,0.0
793489350,7,1,0.18
793489350,8,1,0.2
793498063,7,1,4.0
793498063,8,1,4.0
793512105,7,1,0.01
793513682,7,1,0.1
793513682,8,1,1.0
793617856,1,1,0.0
793617856,2,1,0.0
793617856,3,1,0.0
793617856,4,1,0.0
793617856,5,1,0.0
793617856,6,1,0.0
793617856,7,1,0.0
793617856,8,1,0.05
793617856,9,1,0.0
793617856,10,1,0.0
793627193,6,1,0.01
793627193,8,1,0.04
793633126,7,1,0.1
793633126,8,1,0.1
793633672,10,1,0.01
793635344,10,1,0.2
793642737,7,1,0.1
793642737,8,1,0.2
793643861,8,1,1.3
793649019,6,1,0.2
793649019,8,1,1.8
793652408,8,1,0.01
793655934,4,1,0.002
793655934,10,1,0.03
793657316,1,1,0.0
793657316,2,1,0.0
793657316,3,1,0.0
793657316,4,1,0.0
793657316,5,1,0.0
793657316,6,1,0.0
793657316,7,1,0.12
793657316,8,1,0.0
793657316,9,1,0.0
793657316,10,1,0.0
793661830,1,1,11.274
793661830,2,1,19.426
793661830,3,1,20.537
793661830,4,1,3.062
793661830,7,1,89.366
793661830,8,1,93.24
793675318,7,1,0.1
793675318,8,1,0.1
793680013,7,1,2.7
793680013,8,1,4.0
793681411,8,1,0.01
793699391,7,1,3.0
793699391,8,1,9.0
793700208,7,1,0.1
793701736,1,1,0.0
793701736,2,1,0.0
793701736,3,1,0.0
793701736,4,1,0.0
793701736,5,1,0.0
793701736,6,1,0.0
793701736,7,1,0.022
793701736,8,1,0.0
793701736,9,1,0.0
793701736,10,1,0.0
793709020,4,1,0.06
793709020,8,1,0.1
793710896,4,1,0.54
793710896,7,1,1.0
793710896,8,1,1.0
793717040,8,1,0.03
793718957,4,1,0.1
793718957,6,1,1.0
793718957,7,1,1.0
793718957,8,1,1.5
793718957,10,1,7.3
793724464,7,1,0.5
793724464,8,1,1.5
793724603,4,1,1.0
793724603,5,1,0.0
793724603,7,1,0.01
793724603,8,1,0.12
793727665,1,1,0.0
793727665,2,1,0.0
793727665,3,1,0.07
793727665,4,1,0.0
793727665,5,1,0.0
793727665,6,1,0.0
793727665,7,1,0.15
793727665,8,1,0.25
793727665,9,1,0.0
793727665,10,1,0.0
793728798,4,1,1.014
793728798,6,1,106.347
793728798,7,1,148.509
793728798,8,1,72.887
793730254,4,1,38.71
793730254,6,1,193.54
793730254,7,1,387.09
793730254,8,1,1612.22
793730254,9,1,14.52
793730855,1,1,0.0
793730855,2,1,0.0
793730855,3,1,0.0
793730855,4,1,0.0
793730855,5,1,0.0
793730855,6,1,0.0
793730855,7,1,0.065
